Author,Date,Cool,Funny,Useful,Rating,Message,Author Reviews,Author Friends,Author ID,Location,Profile URL,Profile Photo,URL,
Stephanie B.,5/15/23 16:09,0,0,0,1,4,"Dined in for an early meal Saturday night, first time here. There wasn't any street parking nearby so parked in a paid lot a few blocks away. We were seated upstairs which I would call a ""grandmas house"" vibe. Cream colored walls with landscape paintings, white tablecloths and wooden chairs with woven straw seats. I was in the corner beside a large glass window that was parallel to someone's apartment who also had a large glass window. We were maybe 40' from each other? A straight line of sight between the person on his couch and me at the dinner table. Somewhat uncomfortable but not a deal breaker. The menu had a variety of offerings and we settled on the tuna crudo app, halibut for me and salmon for my partner. The tuna was delicious, great use of herbs/olive oil to flavor. The halibut was just ok. It was drenched in a lemon butter sauce, like when you hit the bottom of a ketchup bottle and it empties onto your plate. I scraped off what I could to get a taste of the fish, which was good. There was also what the waiter called a relish on the plate as well but it tasted like a chunky spaghetti sauce. The flavor didn't pair well with the lemon butter, seemed like two opposing tastes. My guy enjoyed his salmon. It was supposed to be potato crusted but only 1/3 of the top of the fish was covered. We skipped dessert as we were pressed for time to get somewhere else. The service was great and made up for the disappointment of my meal. Now that I've dined I would definitely go again but next time ask for any sauces on the side if possible and to sit downstairs where it's a low-lit sexier vibe where you don't run the risk of eating across from someone on their couch. They also have a lower level (basement) dining but not sure what it looks like down there..",61,5,7DeWKQ5jeux3jnmJ0sD57g,"Chesterfield, VA",https://www.yelp.com/user_details?userid=7DeWKQ5jeux3jnmJ0sD57g,https://s3-media0.fl.yelpcdn.com/photo/c3Eoc7dW33TIBZBvh4hKMw/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Emily H.,5/27/23 1:31,1,1,1,1,4,"Came here for my graduation celebration and was lucky to get a reservation at 8:15 on Thursday. We requested a window seat and the table was leaving so we got a window seat after waiting for 15 minutes which wasn't bad. Service was all around really good. We were offered bread and the butter that comes with it is delicious. 
The starters were our favorite. My boyfriend loved his veal sweetbread and raved about it so much. We've never had anything like it and he was really pleasantly surprised. I really liked my scallops as well. For mains, my boyfriend loved his lamb chops. I got the duck confit and thought it was a bit too salty for my taste. To finish the meal, we got crème brûlée. It was delicious. The top was perfectly crispy and it was smooth and just the right amount of rich.",74,5,9wH7d3-BRfWPp5B5Cw3xDA,"Sunnyvale, CA",https://www.yelp.com/user_details?userid=9wH7d3-BRfWPp5B5Cw3xDA,https://s3-media0.fl.yelpcdn.com/photo/lKpycZGEEU1JhcqWiE8jvg/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Chris B.,6/26/23 19:51,0,0,0,0,5,Top tier restaurant for decades. We've dine here countless times and it's always been exceptional.,55,34,EalVszfZT0IYsYd7te5OMw,"Charlottesville, VA",https://www.yelp.com/user_details?userid=EalVszfZT0IYsYd7te5OMw,https://s3-media0.fl.yelpcdn.com/photo/iXD-TTVSRv6qVV82ucs5ug/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Gretchen P.,8/19/23 22:47,1,0,0,0,2,"Snobbiest staff I have ever encountered. Food is really good and bar is great, restaurant space is okay. It's a shame that the staff is so unwelcoming and rather disappointing. Don't waste your time, spend your money and time where you are more appreciated!",1,0,A2VkXA9OkhLuVclAJqtz5Q,"VA, VA",https://www.yelp.com/user_details?userid=A2VkXA9OkhLuVclAJqtz5Q,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Pete O.,9/4/23 1:21,0,0,0,0,3,"Decent higher end food and drinks. Weird atmosphere in the dining rooms though, feels like your weird aunt's dining room. Sitting at the downstairs bar is definitely the better option.",11,0,pyTXjPXfVGtV9kBjChTeOg,"Boston, MA",https://www.yelp.com/user_details?userid=pyTXjPXfVGtV9kBjChTeOg,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Bryce P.,9/6/23 15:32,0,0,0,0,5,"Amazing food for a special occasion. Definitely look out for their set menus for dinner, they're great!",15,0,I_8XOBBX9u7VDUrbhEUDlw,"VA, VA",https://www.yelp.com/user_details?userid=I_8XOBBX9u7VDUrbhEUDlw,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Cynthia E.,9/9/23 23:32,2,2,2,2,5,"I was drawn to this restaurant by the Duck Confit dish. When I saw it, I knew it was going to be delicious and it was! The ricotta, the duck, the cracklins, the sauce. It all worked together so well. It was a perfect portion and temperature. Not too hot so you could immediately begin eating. Also mild flavors - not too savory. I loved it.

I also had the crème brûlée. Nice hard top and creamy consistency underneath. I could see the vanilla seeds too. Nice fruit pieces on top.

The server was really nice too. He let me sample one of the beers before I purchased it and checked in on me throughout my time there.

The outside of the restaurant looks like an old house. It has three floors and the bottom floor didn't get much light, but it provided a nice ambiance and also had the bar. 

Really enjoyed my time here! A must try if you're in Charlottesville!",230,80,tw2CU0icUFU92ILIWcALRA,"Houston, TX",https://www.yelp.com/user_details?userid=tw2CU0icUFU92ILIWcALRA,https://s3-media0.fl.yelpcdn.com/photo/XxL4YCcss3q-IC8IfFmWiA/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
C N.,9/24/23 22:40,0,0,0,0,5,"From the minute you walk in this place is charming. The wood stove is welcoming & a wonderful aroma. We requested to eat downstairs in the bar area. The waitress was informed about the menu & we all ordered well. Duck confit, halibut, lamb & beef entrees were all equally well prepared. It's a local favorite and definitely get a reservation!",270,0,6qcaig195L-YdpELJap2Zg,"Barnstable County, MA",https://www.yelp.com/user_details?userid=6qcaig195L-YdpELJap2Zg,https://s3-media0.fl.yelpcdn.com/photo/6TdT-2oOdVjPQSkJxWjlxQ/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Dean C.,10/7/23 23:30,0,0,0,0,4,"Professionally staffed restaurant. Good food albeit not cheap, ambiance a little too rustic for my tastes, try get a table upstairs the ambiance is a little better-the downstairs corridor is a little weird for seating.
Enjoyed the lamb and both the deserts we had.",85,0,6A2ujHZADHIeW95enOTU_g,"Brooklyn, NY",https://www.yelp.com/user_details?userid=6A2ujHZADHIeW95enOTU_g,https://s3-media0.fl.yelpcdn.com/photo/UztoQx2A_InOfoYASrdYUg/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Jerry G.,10/30/23 16:38,0,0,0,0,4,"First visit to C&O. Lots of reviews and praise so thought I'd give it a shot. Restaurant is quaint which is a code word for small both in footprint and menu choices. And it can get noisy. Had a table on the upper level. Tables are spaced adequately but the open ceiling creates a sometimes noisy environment. Appetizer of Shishito Peppers which was good but could have been better without what I believe was garlic aioli. Companion had Salmon and rated it as outstanding. Nice, slightly crispy outside while translucent in the interior. Not over cooked. I had the Steak Chinois. Wasn't blown away. Cut of beef was good and although sliced at presentation, was a bit tough. Still it was cooked as I requested. I felt the sauce atop took away from the meat's taste and it somewhat ""buried"" the steak.  Desert of Sticky Toffee Pudding was served warm.  It was good but not something I'd order again.  The menu at C&O is, as noted, somewhat small but to be expected given the quality of the food and presentation.  Prices are no worse than any other fine dining restaurant.  Would I return?  Maybe for a special occasion.  But even though I might not return, C&O is still a restaurant I'd recommend.",152,0,2jC4uzM_rUMYS2kDrJJ3UA,"Charlottesville, VA",https://www.yelp.com/user_details?userid=2jC4uzM_rUMYS2kDrJJ3UA,https://s3-media0.fl.yelpcdn.com/photo/JQRhsJShidUzrrUEolWkeQ/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Barbara L.,2/11/24 14:54,0,0,0,0,5,"OMG Everything was perfect!   Drinks, food, ambience.  Have not been there for 30 years when I last lived here.  Just moved back to town and was thrilled it was still open.  They did not disappoint.  So far my favorite restaurant in C'ville!",4,0,GkKUVJUZA__hKcUx8pPf1g,"Nashville-Davidson metropolitan government (balance), TN",https://www.yelp.com/user_details?userid=GkKUVJUZA__hKcUx8pPf1g,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
John B.,2/17/24 4:06,0,0,0,0,3,"The ambiance was sublime, the wine perfect. The service was attentive and pleasant throughout. This restaurant is a local favorite and for good reason. Here's the thing: You need to like creamy dishes. Sorry, I mean you need to LOVE creamy dishes. The Steak Chinois is soaking in sauce. The duck breast special was delightful, but glazed to within an inch of its, er, life. We like to see the protein shine through on its own, but here every beef, duck, and (I'm assuming from the menu description) lamb is drenched in a tasty if over-applied sauce. This reminds me of Julia Child's American invasion. Of what we thought French food was 30 years ago. Even the Brussel Sprouts did laps through an aioli sauce. Everything seems to ride atop a bed of puree - be it potato or cauliflower or whatever. The meat was cooked perfectly, the dishes were tasty. But the overwhelming presence of a cream note to nearly everything on the menu (from reading, we only tried two)? 

Again, if you like saucy dishes, this is your Eden. 

We would love to come back when the sauce to protein/vegetable is more balanced. We are new to the area, and this approach seems to be working for this gem of a location - but goodness this was rich.

Oh, almost forgot. Order the fettuccini with mushrooms appetizer and just call that your entree. You won't be sorry.",8,0,rnD-nCwGukGwsAbGvGCLeA,"VA, VA",https://www.yelp.com/user_details?userid=rnD-nCwGukGwsAbGvGCLeA,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Randy M.,2/22/24 19:24,0,0,0,0,5,My wife ordered the scallop appetizer and. the salmon. I had to greens salad with a perfect dressing and the steak frites. It was all wonderfully prepared. The desert of a frozen custard was amazing.,9,0,yhUirTApHmrxAjg-_dtEcw,"MD, MD",https://www.yelp.com/user_details?userid=yhUirTApHmrxAjg-_dtEcw,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
John G.,2/26/24 17:46,0,0,0,0,5,"This place was wonderful. First timer(s). We made reservations weeks ago. We visited this past Saturday @ 5pm right when they opened.  Service was impeccable. The appetizer (hand made fettuccine) was excellent. I got the Halibut special. My wife got the Salmon. Both were delicious. Prices are on the high side, but you have to consider where you are. We will definitely visit again.",347,48,mXbzBpS53Og2VE9CsCgO6Q,"Charlottesville, VA",https://www.yelp.com/user_details?userid=mXbzBpS53Og2VE9CsCgO6Q,https://s3-media0.fl.yelpcdn.com/photo/YxFcmUuDBoNjyREHet5MBg/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Emily Y.,3/1/24 22:49,0,0,0,0,5,"A wonderful place for a special meal. Everything on the menu is delicious and you can't go wrong. The famed Steak Chinoise is excellent. The veal sweetbreads are so good, I think about the toasted bread all the time. It really leaves a food memory!! 
The ambiance is cozy & intimate. Such a unique little corner of the universe. I highly recommend this one-of-a-kind star of Charlottesville dining for many decades. A star among stars. Thanks for the memories, C&O - you were a favorite of my dear late husband, William.",34,0,gR76PQPqrq7FAomhTGAIgw,"Los Angeles, CA",https://www.yelp.com/user_details?userid=gR76PQPqrq7FAomhTGAIgw,https://s3-media0.fl.yelpcdn.com/photo/gtwflCZpcs6pn9vkmfULFg/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Jane M.,3/4/24 18:57,0,0,0,0,5,"Nice ambiance, relaxed atmosphere, decent menu, food is good, and prices are reasonable.  Great selection of beers!  Will definitely go back.",17,0,cs0fS2C2i7UFWkn-QPa9Eg,"Charlottesville, VA",https://www.yelp.com/user_details?userid=cs0fS2C2i7UFWkn-QPa9Eg,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Saul B.,3/8/24 19:09,0,0,0,0,4,"One of the best long term up scale restaurants in C'ville. 
 Can't wait till they bring back Duck al Orange. 
Love their sweet breads. 
Been eating here since 1978, 
amazing they have kept their high standards. 
Recommended.",55,6,d8wEDtDSEe4GJpsUyQ_0bg,"Charlottesville, VA",https://www.yelp.com/user_details?userid=d8wEDtDSEe4GJpsUyQ_0bg,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Michael I.,3/23/24 0:05,0,0,0,0,4,Vibes in the restaurant are pretty cool. It's located in a very old building with some history. The food was decent. We ordered a few things. Some dishes better than others. Our favorite was the scallops,12,0,wBrVEZ1GwtG3ZXlRZwb8Gw,"Philadelphia, PA",https://www.yelp.com/user_details?userid=wBrVEZ1GwtG3ZXlRZwb8Gw,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Paul M.,4/26/24 19:53,0,0,0,0,5,Place is pricey but the food is amazing.  The staff are also really nice.  Cocktails are also superbly prepared.  Go and have an amazing meal.,76,0,5lpE99SRrgvXXmMshkIVTQ,"Arlington, VA",https://www.yelp.com/user_details?userid=5lpE99SRrgvXXmMshkIVTQ,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Alison M.,5/3/24 18:26,4,1,1,7,4,"I found this interesting-looking restaurant online and booked it for my birthday dinner with my mom and her fiancee while we were in town.

We arrived at 8:30pm for their last seating (only reservation I could get) and were seated downstairs by the door next to a table of three men drinking wine and being loud.  The manager came over and asked if I'd like to move upstairs bc she knew I'd requested a quiet table.  That was great.  I appreciated that.

So we moved upstairs to a much quieter table by the window.

It went downhill after that.  Our server was french or something and he was rude.  It took a LONG time for him to come take our drink orders and when he asked if we wanted wine I said no and my mom ordered a tea.  He then asked if we were all OK with water and I said, let me see the drink menu, while I was looking, he simply walked away.  He didn't ask my husband or my mom's fiancee what they wanted.  We were like, what? 

My husband went to hunt him down and he came back and I said, just because we hadn't ordered wine didn't mean we didn't want something else to drink.  I ordered a tea and they ordered a beer and bourbon.  

After about 10 minutes I asked him where my tea was and he said ""Maybe I would get it"".  I was pissed, he was rude about it and you could tell he was trying to be a smart ass.  I realize bar drinks take a minute - but this was sweet tea and he was clearly catering to all his other tables and ignoring ours. 

I was pissed and planned to tell him off about how rude he had been from the start and exactly what we had done to offend him when I was trying to have a nice birthday dinner with my mom who I never see.  It's pricey to eat here - with entrees around $35-50 each and I don't want to be talked down to  or treated badly by servers when I've been nothing but polite.  I used to wait tables so I am a generous tipper and try to be mindful of asking for too much or try to give advance notice. 

The food was actually very good.  Everyone enjoyed it.  I had the potato encrusted salmon, my mom ordered the halibut, and my husband had their signature steak steak dish and I thought it was the best dish of the night.

They have a nice dessert menu and I saw several things I wanted to try but I went with the sticky toffee pudding in the end and it was very good.  They put a little candle on it for my birthday.

The saving grace was the same manager who helped me in the beginning, she brought us bread when I spoke to her and asked if they were out and had the kitchen heat up a little something else.  Our server didn't even try. 

My husband informed her of the issues we'd had and she was clearly appalled - she handled it very well and ended up comping the entire meal.  Rare.  Not what we expected at all...

It's nice inside with a cool vibe, the food was delicious and the manager was a 10. So, we'd come back again despite the rude server who almost ruined my bday dinner.",3183,648,ZXOxl4oyBa4JTN3hPbnYyw,"Virginia Beach, VA",https://www.yelp.com/user_details?userid=ZXOxl4oyBa4JTN3hPbnYyw,https://s3-media0.fl.yelpcdn.com/photo/jIb_zTm-biZSNGUwH4R9tw/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
John Penn T.,7/5/24 18:50,0,0,0,0,5,"C&O is always a big hit for a special occasion or to take out-of-town guests.
Service and food are so consistently on point. Thanks!",47,1,rwuuHCq1gmZ2LuSaMMF6gw,"Charlottesville, VA",https://www.yelp.com/user_details?userid=rwuuHCq1gmZ2LuSaMMF6gw,https://s3-media0.fl.yelpcdn.com/photo/lPi7pGowi1J61kaizO6mAw/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Stephen W.,8/3/24 23:53,0,0,0,0,5,The service was great and they took care of us on wife's birthday when a black cow in town took reservation while they were closed the staff at c&o was very accommodating and helped to save the day!! Thank you 08/03/2024,5,26,sIXIsHmEB2ySAvyeYr6LLA,"Henrico, VA",https://www.yelp.com/user_details?userid=sIXIsHmEB2ySAvyeYr6LLA,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Jacob F.,9/21/24 1:48,0,0,0,0,2,"If you like overpriced, unimaginative, pretentious food served by a haughty waitress, then this is the place for you.",34,11,V1mEMZvm3AUvAHOmAw59Jg,"South Freeport, ME",https://www.yelp.com/user_details?userid=V1mEMZvm3AUvAHOmAw59Jg,https://s3-media0.fl.yelpcdn.com/photo/PriPA4j_girvW_0dUXC5HQ/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Jen P.,10/5/24 16:51,0,0,0,0,5,"We are visiting Charlottesville for a wedding and stumbled upon this restaurant through open table. We could not have been more thrilled with this unique spot.

We started with the local little gem salad, perfect delicate flavors.  I had the butternut squash ravioli which was incredible. My husband had the veal sweetbreads.  I have not seen him that happy over a meal in quite sometime!

The ambiance is old mountain cabin meets speakeasy with a perfectly curated playlist set playing quietly in the background.

Wonderful experience from start to finish!",3,63,1RQpDE4t_-eRt422jDrLEg,"Overlook, Walnut Creek, CA",https://www.yelp.com/user_details?userid=1RQpDE4t_-eRt422jDrLEg,,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Jessica D.,11/8/24 21:26,1,0,0,0,5,"This was a great anniversary dinner! The ambiance was cozy and not too loud. We were greeted with a complimentary glass of champagne to celebrate. We started with the bread and butter. The bread dense, warm, with a slight sweetness. I tried the arugula salad with fig, candied pecans, and burrata. It was delicious and portioned well. For my entree, I got the duck confit and ricotta gnocchi. I was hesitant to get this since I don't typically order duck, but the waitress promised it was delicious. Sure enough, this was a memorable dish! The duck was so tender and roasted in a sauce that was flavorful and not overly salty. The ricotta gnocchi was a great accompaniment to the dish. My only wish is that there was more- I think there were only 4 or 5 total. My husband tried the crab cake and bolognese. I'm glad he got two dishes because one certainly wouldn't have filled him up. The crab cake was not skimpy on the crab and was paired with a nice sauce. The bolognese pasta was also pretty tasty. We ended the meal with creme brûlée. While it was pretty good, I've had better. We would definitely come back for another dinner.",139,26,Q7StaH806z8HPeD0YeCJvg,"Fairfax, VA",https://www.yelp.com/user_details?userid=Q7StaH806z8HPeD0YeCJvg,https://s3-media0.fl.yelpcdn.com/photo/zjitthxNtaipU_UQNKcZ_Q/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Mark B.,11/16/24 0:53,0,0,0,0,5,"I'm going to give you a 5, but I came for the Bibb lettuce salad (along with the tartar) and you took the salad off the menu yesterday.... Are you crazy?? Please put it back on the menu immediately!! xoMARK",225,94,sJK5DqfHen5wEfvTjhWI5w,"Charlottesville, VA",https://www.yelp.com/user_details?userid=sJK5DqfHen5wEfvTjhWI5w,https://s3-media0.fl.yelpcdn.com/photo/Qgigtl6zLheLdRlJWg5jqQ/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
Ken S.,12/4/24 20:43,0,0,0,0,3,"KenScale: 7.75/10
Visit: October 2023

Shenandoah National Park in Virginia is one of the top spots in the United States to enjoy fall foliage, and my wife Jun and I had visited the park on a road trip every fall since we moved to the DC area. While we stayed at different places around the park, we had not visited Charlottesville where the University of Virginia is located until this year. When we finalized our plan to stay overnight in Charlottesville in late October last year after driving through the stunning Skyline Drive, I was looking for a restaurant to grab dinner. C&O, which had long been one of the most beloved institutions in the town, appeared in all of the several ""where to dine in Charlottesville"" lists I had found online. After our dinner at the restaurant, we both agreed that C&O is a solid choice for those visiting Charlottesville.  

The menu at C&O features classic dishes with French countryside influence. There won't likely to be a dish you hadn't seen before, but that doesn't mean the execution from the kitchen was overall good. We started with skillfully pan roasted scallops with whipped cauliflower, and shared a couple of main dishes in duck confit on top of ricotta gnocchi and grilled lamb chops. Jun, who has high standard when it comes to duck dishes, praised the duck confit as above average, and I thought the lamb chops (which came with mint salsa verde and potato puree) were grilled quite nicely. If you have room for dessert after savory dishes, I highly recommend trying a few at C&O. We both savored the vanilla crème brulee with enthusiasm, and the wild huckleberry sundae with caramelized pistachios was also wonderfully delightful.   

When we entered the restaurant, Jun and I were surprised to find white tablecloth on dining tables; we just hadn't expected a more formal dining experience, especially given the somewhat modest look of the exterior. If you are looking for a romantic dinner, I recommend asking the staff to be seated at the back of the dining room with candlelit tables. The wine list was another pleasant surprise at C&O where you will find an expansive group of bottles at varying prices from different parts of the world. If you are driving to the restaurant, you can park your car at a public parking garage nearby (the restaurant offers parking validation). While we have yet to fully understand or embrace what life in the Virginia countryside is like, I feel C&O quite adequately captures the culture and ethos of the region with soulful dishes that may not dazzle you like a Michelin star fine dining restaurant does but will nevertheless make you smile with satisfaction.",721,562,PYbjreZpONNMp25uRSPB-A,"Washington, DC",https://www.yelp.com/user_details?userid=PYbjreZpONNMp25uRSPB-A,https://s3-media0.fl.yelpcdn.com/photo/u_joiKmwviiMVnLsJGjC1w/180s.jpg,https://www.yelp.com/biz/c-and-o-restaurant-charlottesville?hrid=
