,,Author,Date,Cool,Funny,Useful,Rating,Message,"Author Reviews","Author Friends","Author ID",Location,"Profile URL","Profile Photo",URL
102,,"P H.","2024-05-11 23:09:38",0,0,0,0,5,"Excellent service and excellent food.  Beef tenderloin was very tender.  Crispy Rockfish very crispy and accompanied by an excellent teriyaki sauce.",5,0,YMTwpssE9K7oI1_tvp1uUQ,"VA, VA",https://www.yelp.com/user_details?userid=YMTwpssE9K7oI1_tvp1uUQ,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
103,,"Alexa S.","2024-05-12 15:06:20",0,0,0,0,4,"If you are looking for a place to cater a group of 50-60 people, I'd definitely recommend. They served enough food and it was decent! The side dishes (Brussels sprouts, mashed potatoes, green beans, salad dishes, rice pilaf were excellent) the bread was bad/hard as a rock. The main dish (chicken or short ribs) did the job. The proteins both were a tad dry but overall, solid/good taste, like I said for the price and the service, not too shabby! Would recommend visiting with this type of party size as the outside venue was nicely decorated, neat and had extra details (flowers, glasses, silverware), which added an extra touch of charm and bliss to our dining experience.",44,1,8J0-jEIfIAlHDzmv-Ktqhg,"Charlottesville, VA",https://www.yelp.com/user_details?userid=8J0-jEIfIAlHDzmv-Ktqhg,https://s3-media0.fl.yelpcdn.com/photo/phYMvORZTmyNCRsRF1YsZQ/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
104,,"Mara M.","2024-05-23 17:54:49",0,0,0,0,4,"I went here during their set graduation menu. First i will say their service was very speedy. They were heavy staffed and very efficient in their dinner service. My only downsides are the gritz in the shrimp appetizer were grainy and the salmon could use more dressing and fresher veggies. Apart from that the meals were good and was a very fair price for the amount of food and quality of service. Additionally the place is massive and has many cool eating areas.",57,3,T8cXoZBmtI2OUAPWXVH71w,"Glen Allen, VA",https://www.yelp.com/user_details?userid=T8cXoZBmtI2OUAPWXVH71w,https://s3-media0.fl.yelpcdn.com/photo/2huelqOBn9pcqVpmEUYUAA/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
105,,"Todd C.","2024-06-23 14:58:24",0,0,0,0,2,"A good venue for large groups.  Not good for finer dining. Clue: if you have reservations available Saturday day for that night, probably not a good sign.  Food was very bland. I was able to finish only 1/2 my entree. Our server was nice enough, but too many mistakes. The upstairs was way loud!",117,19,zb8RkpmwxDpGW1GrUf_LcA,"Staunton, VA",https://www.yelp.com/user_details?userid=zb8RkpmwxDpGW1GrUf_LcA,https://s3-media0.fl.yelpcdn.com/photo/JRGuEx77_8o_pyR04KsEsQ/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
106,,"Louise F.","2024-06-23 20:00:43",0,0,0,0,3,"Waited too long at reception desk.  Cauliflower and brussel sprout starter was delicious.",26,0,WKQiKv-HwEXYtQ1lHhQbqA,"Mendham, NJ",https://www.yelp.com/user_details?userid=WKQiKv-HwEXYtQ1lHhQbqA,https://s3-media0.fl.yelpcdn.com/photo/00IpAKthAgeDPkcCzY4kXw/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
107,,"Cynthia S.","2024-06-25 04:40:24",0,0,0,0,2,"The food was well below the quality as previous dinners we have had there, although we have experienced inconsistency.  The fish was greasy, flavorless, and overdone. 
The NY strip was mostly gristle therefore inedible.
Our server was also covering the bar solo including our table next to the bar 
therefore we chose not to complain. He was a super nice and did a great job considering his work load seemed unreasonable. 
It was extra disappointing as we were taking our daughter out for her birthday.

Probably will not return at this point.",17,0,vRmeRYpK0U1d_pTD_pipmQ,"Earlysville, VA",https://www.yelp.com/user_details?userid=vRmeRYpK0U1d_pTD_pipmQ,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
108,,"Kevin W.","2024-07-04 09:59:06",0,0,0,0,3,"So the food is good. But highly recommend you go in with a small group. Going in alone is a weird damned experience (at the bar). Bar staff does not want to small talk in down times. So, good food, not bad drinks, odd odd service. With a group I bet you wouldn't notice. I did once before, and that's the trick.",47,0,RQQkd7u_0VJcevwE3emJbg,"Santa Monica, CA",https://www.yelp.com/user_details?userid=RQQkd7u_0VJcevwE3emJbg,https://s3-media0.fl.yelpcdn.com/photo/QlmYxFP6-WbLrBzQobOM8A/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
109,,"David B.","2024-07-07 02:32:21",0,0,0,0,5,"Incredible restaurant in the center of Belmont neighborhood. You can eat inside or on the sidewalk. Food's great; service is incredible. Many great menu options.",207,20,gNI2m9VhpVEsZqaqvEyR9A,"Raleigh, NC",https://www.yelp.com/user_details?userid=gNI2m9VhpVEsZqaqvEyR9A,https://s3-media0.fl.yelpcdn.com/photo/I5kYnzwyp1ktznTLufvaSg/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
110,,"Matt C.","2024-08-04 20:16:37",1,0,0,1,3,"One experience at the Local, and it looks like this:

Early reservations got us a table in a satellite space next to the main dining room, which looks like their wine cellar. Bare brick and wine bins were the vibe, with a server station tucked away in a corner. Tables were a little tight, which makes the place cacophonous when there's a large well-served six-top seated in the corner (ask me how we found out).

The menu was comfort-heavy from an entree standpoint (everyone ordered either steak frites or the braised short ribs, although there were three different gnocchi offerings). The apps were equally easy to choose from: we grabbed a cheese plate and the burrata caprese salad. The cheeses were fine, four large cubes of various white cheeses and a little round ball of chèvre. Plenty of grapes, cut apples, and box crackers made this a decent little appetizer value for four. The caprese offering was a great way to bring forth the current burrata trend by plating it on top of large sliced tomatoes over arugula, with a lace of a balsamic reduction all over the top.

The steak frites was passable, fries served on the side in a little bistro basket. The steak was played on top of a horseradish-artichoke bechamel  (I was so stoked for this, but alas, literally, weak sauce: thin, no sense of horseradish bite at all). To be fair: not sure if this is a case of incorrect expectation versus execution. It wasn't bad, just not sure what I got. The short rib was a nice long-braised short rib over a decent mashed potatoes: easy, accessible.

The wine list at the Local is simply lovely. We were seated right beside all of the several vintages of Stag's Leap: they are not playing around when it comes to wine. The by-the-glass list is simple, accessible, and affordable. 

All in all, the Local fit the bill for a family dinner out. It's comfortable food and wine that hits the table really quickly (we were in and out in less than an hour), and has something for everyone.",115,125,zT0P7r_WPjEn0muUxen6MA,"Oxford, NC",https://www.yelp.com/user_details?userid=zT0P7r_WPjEn0muUxen6MA,https://s3-media0.fl.yelpcdn.com/photo/gTcHtSDWWcHzluX6-N2B3w/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
111,,"Erin H.","2024-08-13 00:43:27",0,0,0,0,5,"Went on a Monday night - they have half price wines by the bottle anything under $75.  The server told us over but they gladly honored the price of our wine.  The food was good - pictured is what I had.  The salad was good (maybe a few too many fried wontons) but nice flavor and not overdressed.  The rockfish was delicious but strangely served in a bowl which made it virtuously impossible to eat - cutting it became impossible and I had to ask for a plate.  They brought me a tiny side plate which didn't improve matters much.  Everyone else enjoyed their entrees  - crab soup, buratta special, steak frites, meatloaf, and fried gnocchi with scallops.  I'd definitely go again and would recommending this local spot.",60,109,E6KeBd0QSjNLDlVBCFyorA,"Charlottesville, VA",https://www.yelp.com/user_details?userid=E6KeBd0QSjNLDlVBCFyorA,https://s3-media0.fl.yelpcdn.com/photo/4hL4HdLDwVIdtM5NdGNCAg/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
112,,"Kristen D.","2024-08-19 12:25:32",0,0,0,0,5,"Dined here twice with a large group while in town for a long trip and am very pleased with The Local. Service was really great - we had both Prince and Michael, and they were personable and hospitable. Prince was wonderful at getting to know us and make recommendations from the menu. The food was also really good - we had the cheese plate and Brussels/cauliflower to start which were big sizes to share. For meals we all had a variety of things, but I had the short ribs the first night and the salmon the second night - each tasty, and a nice portion size. For dessert I had a peach cobbler which was okay, but the chocolate cake was fantastic! This really is a great spot for a good meal, with great service, and cozy atmosphere.",61,0,TefkDeFon2cemJBkheOYMA,"Northern Virginia, VA",https://www.yelp.com/user_details?userid=TefkDeFon2cemJBkheOYMA,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
113,,"Jon B.","2024-09-29 14:02:07",0,0,0,0,5,"Even with a small menu, my girl and I think that this place could satisfy multiple generations of picky family members. Absolutely wonderful food during my visit.",39,26,SQbU7Qo3Y9ISMq9nb5pn_Q,"Charlottesville, VA",https://www.yelp.com/user_details?userid=SQbU7Qo3Y9ISMq9nb5pn_Q,https://s3-media0.fl.yelpcdn.com/photo/FJm_hhQ0XXBxD2SWtmMX6Q/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
114,,"Matt B.","2024-10-06 00:20:39",0,0,0,0,5,"Food was delicious. Drinks were well made and not too $$. This is a cool little spot in downtown C'ville that supports local farms, brewers, and vintners. I highly recommend it!",46,1,mycMf9Mam969rJ_Xj9VXNA,"Alexandria, VA",https://www.yelp.com/user_details?userid=mycMf9Mam969rJ_Xj9VXNA,https://s3-media0.fl.yelpcdn.com/photo/KNC_fNgaQoQpaqgUstqapA/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
115,,"Sooze S.","2024-10-15 23:45:55",0,0,0,0,2,"There aren't many vegie selections. The pasta dish wasn't great. Not a good choice for a vegan or vegetarian.",1,0,uhulzMDulhywRKcmJYUa4A,"SoMa, San Francisco, CA",https://www.yelp.com/user_details?userid=uhulzMDulhywRKcmJYUa4A,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
116,,"Lola A.","2024-12-07 02:15:59",0,0,0,0,5,"Nice staff and very accomodating (we were late for our reservation). Our waitress was very knowledge about the menu and made great recommendations. The crab soup (cream of crab) was amazing. Almost had like a buttery taste to it. Perfect flavor and for $8 for a bowl, can't beat it! I enjoyed the steak fries but wish it was cut some more. It was flavorful and cooked perfectly. I didn't try the salmon but my friend cleared their plate so I think it was a hit! Delicious drinks too and the ambiance chill, small, and very much like a local spot.",104,12,OAec5sUQmCb2JsoNrOs2Lw,"Laurel, MD",https://www.yelp.com/user_details?userid=OAec5sUQmCb2JsoNrOs2Lw,https://s3-media0.fl.yelpcdn.com/photo/SbBmNOBgJhJNH21lHVDr8A/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
117,,"Tony M.","2024-12-09 19:41:48",1,0,0,0,5,"Absolute home run. We wanted to do something great on our last night in town, and The Local was suggested several times. It wasn't far, so we made the choice. Boy, did it work out well! Parking was tough, but after a few times around the neighborhood we found something. It's a happening area with lots of restaurants, so not a surprise. While walking over, we could smell some awesomeness. It's a very hip and historic place inside, and they make great use of the space in an old storefront. They were really busy, but we didn't have to wait even though we didn't have a reservation. Our server was awesome and gave us some time to choose between some difficult choices. I knew right away I wanted the she-crab bisque, and it was delicious. For my entree, there were a number of things that looked amazing, but I decided on the braised short ribs. They came on some tasty mashed potatoes, along with pearl onions and a mini carrot. The meat was perfectly cooked in red wine, and amazingly tender. The portion size was very generous and I couldn't even finish. I will definitely stop back in when I'm back I'm Charlottesville!",407,32,S4WW_eTSOftwSJxqyW9KKA,"Sterling Heights, MI",https://www.yelp.com/user_details?userid=S4WW_eTSOftwSJxqyW9KKA,https://s3-media0.fl.yelpcdn.com/photo/nl7lR3mzsFVKmZLXXejNtw/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
118,,"Rob H.","2025-01-02 23:19:52",0,0,0,0,5,"We came here for dinner on the Monday night just before NYE. The food was fantastic. The bison boa was awesome with lots of wasabi spice. Crunchy shrimp delicious. The short ribs did not disappoint. Then a host of musicians streamed in and a singer-songwriter open-mic followed. The music was great. The vibe fantastic. We loved our server. This place is a must, especially if they have music that night.",81,3,XLA0UuxgcUxGrnZJ7NT3fg,"Chevy Chase, MD",https://www.yelp.com/user_details?userid=XLA0UuxgcUxGrnZJ7NT3fg,https://s3-media0.fl.yelpcdn.com/photo/WqPFEymTQGhQbgDjl1_bcg/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
119,,"Cole M.","2025-01-08 19:48:17",0,0,0,0,4,"This was the most quintessential Charlottesville inspired upscale restaurant I have been too. Very fitting to be called the local. 

The food was solid, the drinks were great, and the service was good. The only reason I give this place a 4 stars rather than 5 is the price point. While not drastically overpriced the food I expected to blow me away. Maybe my expectations were too high and maybe I should give this another shot as many have told me great things about this place. I just walked away a little underwhelmed. 

Would try again.",140,24,h8I9_Ps0XQo7j7nAVZuamA,"VA, VA",https://www.yelp.com/user_details?userid=h8I9_Ps0XQo7j7nAVZuamA,https://s3-media0.fl.yelpcdn.com/photo/BtQMqe3MbSeFXn4731Hdjw/180s.jpg,https://www.yelp.com/biz/the-local-charlottesville?hrid=
120,,"Zoe G.","2025-02-02 20:03:07",0,0,0,0,5,"Went for restaurant week. Food was amazing. The cauliflower and Brussels sprouts were so good.",12,0,FdfjjM3QH6pp8VjJH66-QA,"San Francisco, CA",https://www.yelp.com/user_details?userid=FdfjjM3QH6pp8VjJH66-QA,,https://www.yelp.com/biz/the-local-charlottesville?hrid=
